yearday,skagit,snohomish,stillaguamish,columbia,puyallup,green,nisqually,deschutes,skagit_south,skokomish,duckabush,fraser,dosewallips,hamma,cedar,nooksack,samish
177,14.283,14.283,14.283,17.811,14.283,14.283,14.283,14.283,14.283,14.283,14.283,14.283,14.283,14.283,14.283,14.283,14.283
178,14.333,14.333,14.333,17.967,14.333,14.333,14.333,14.333,14.333,14.333,14.333,14.333,14.333,14.333,14.333,14.333,14.333
179,14.55,14.55,14.55,18.189,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55
180,14.808,14.808,14.808,18.356,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808
181,14.675,14.675,14.675,18.444,14.675,14.675,14.675,14.675,14.675,14.675,14.675,14.675,14.675,14.675,14.675,14.675,14.675
182,14.425,14.425,14.425,18.5,14.425,14.425,14.425,14.425,14.425,14.425,14.425,14.425,14.425,14.425,14.425,14.425,14.425
183,14.5,14.5,14.5,18.578,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
184,14.633,14.633,14.633,18.6,14.633,14.633,14.633,14.633,14.633,14.633,14.633,14.633,14.633,14.633,14.633,14.633,14.633
185,14.558,14.558,14.558,18.656,14.558,14.558,14.558,14.558,14.558,14.558,14.558,14.558,14.558,14.558,14.558,14.558,14.558
186,14.808,14.808,14.808,18.838,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808,14.808
187,14.733,14.733,14.733,18.963,14.733,14.733,14.733,14.733,14.733,14.733,14.733,14.733,14.733,14.733,14.733,14.733,14.733
188,14.708,14.708,14.708,19.022,14.708,14.708,14.708,14.708,14.708,14.708,14.708,14.708,14.708,14.708,14.708,14.708,14.708
189,15.273,15.273,15.273,19.178,15.273,15.273,15.273,15.273,15.273,15.273,15.273,15.273,15.273,15.273,15.273,15.273,15.273
190,15.436,15.436,15.436,19.389,15.436,15.436,15.436,15.436,15.436,15.436,15.436,15.436,15.436,15.436,15.436,15.436,15.436
191,15.473,15.473,15.473,19.456,15.473,15.473,15.473,15.473,15.473,15.473,15.473,15.473,15.473,15.473,15.473,15.473,15.473
192,15.245,15.245,15.245,19.578,15.245,15.245,15.245,15.245,15.245,15.245,15.245,15.245,15.245,15.245,15.245,15.245,15.245
193,15.236,15.236,15.236,19.7,15.236,15.236,15.236,15.236,15.236,15.236,15.236,15.236,15.236,15.236,15.236,15.236,15.236
194,15.427,15.427,15.427,19.822,15.427,15.427,15.427,15.427,15.427,15.427,15.427,15.427,15.427,15.427,15.427,15.427,15.427
195,15.545,15.545,15.545,19.933,15.545,15.545,15.545,15.545,15.545,15.545,15.545,15.545,15.545,15.545,15.545,15.545,15.545
196,15.709,15.709,15.709,20.056,15.709,15.709,15.709,15.709,15.709,15.709,15.709,15.709,15.709,15.709,15.709,15.709,15.709
197,15.96,15.96,15.96,20.2,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96
198,16.1,16.1,16.1,20.378,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1
199,15.864,15.864,15.864,20.511,15.864,15.864,15.864,15.864,15.864,15.864,15.864,15.864,15.864,15.864,15.864,15.864,15.864
200,15.927,15.927,15.927,20.633,15.927,15.927,15.927,15.927,15.927,15.927,15.927,15.927,15.927,15.927,15.927,15.927,15.927
201,16.455,16.455,16.455,20.756,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455
202,16.727,16.727,16.727,20.944,16.727,16.727,16.727,16.727,16.727,16.727,16.727,16.727,16.727,16.727,16.727,16.727,16.727
203,16.455,16.455,16.455,21.044,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455,16.455
204,16.418,16.418,16.418,21.156,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418
205,16.545,16.545,16.545,21.222,16.545,16.545,16.545,16.545,16.545,16.545,16.545,16.545,16.545,16.545,16.545,16.545,16.545
206,16.582,16.582,16.582,21.289,16.582,16.582,16.582,16.582,16.582,16.582,16.582,16.582,16.582,16.582,16.582,16.582,16.582
207,16.736,16.736,16.736,21.311,16.736,16.736,16.736,16.736,16.736,16.736,16.736,16.736,16.736,16.736,16.736,16.736,16.736
208,16.45,16.45,16.45,21.456,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45,16.45
209,16.48,16.48,16.48,21.444,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48
210,16.64,16.64,16.64,21.511,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64
211,16.555,16.555,16.555,21.5,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555,16.555
212,16.327,16.327,16.327,21.467,16.327,16.327,16.327,16.327,16.327,16.327,16.327,16.327,16.327,16.327,16.327,16.327,16.327
213,16.636,16.636,16.636,21.5,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636
214,16.318,16.318,16.318,21.511,16.318,16.318,16.318,16.318,16.318,16.318,16.318,16.318,16.318,16.318,16.318,16.318,16.318
215,16.264,16.264,16.264,21.478,16.264,16.264,16.264,16.264,16.264,16.264,16.264,16.264,16.264,16.264,16.264,16.264,16.264
216,16.209,16.209,16.209,21.489,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209
217,16.355,16.355,16.355,21.544,16.355,16.355,16.355,16.355,16.355,16.355,16.355,16.355,16.355,16.355,16.355,16.355,16.355
218,16.209,16.209,16.209,21.567,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209
219,16.2,16.2,16.2,21.6,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2
220,16.418,16.418,16.418,21.711,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418,16.418
221,16.209,16.209,16.209,21.833,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209,16.209
222,15.982,15.982,15.982,21.856,15.982,15.982,15.982,15.982,15.982,15.982,15.982,15.982,15.982,15.982,15.982,15.982,15.982
223,16.191,16.191,16.191,21.856,16.191,16.191,16.191,16.191,16.191,16.191,16.191,16.191,16.191,16.191,16.191,16.191,16.191
224,16.5,16.5,16.5,21.811,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
225,16.618,16.618,16.618,21.856,16.618,16.618,16.618,16.618,16.618,16.618,16.618,16.618,16.618,16.618,16.618,16.618,16.618
226,16.345,16.345,16.345,21.844,16.345,16.345,16.345,16.345,16.345,16.345,16.345,16.345,16.345,16.345,16.345,16.345,16.345
227,15.918,15.918,15.918,21.767,15.918,15.918,15.918,15.918,15.918,15.918,15.918,15.918,15.918,15.918,15.918,15.918,15.918
228,15.782,15.782,15.782,21.733,15.782,15.782,15.782,15.782,15.782,15.782,15.782,15.782,15.782,15.782,15.782,15.782,15.782
229,16.009,16.009,16.009,21.656,16.009,16.009,16.009,16.009,16.009,16.009,16.009,16.009,16.009,16.009,16.009,16.009,16.009
230,15.818,15.818,15.818,21.6,15.818,15.818,15.818,15.818,15.818,15.818,15.818,15.818,15.818,15.818,15.818,15.818,15.818
231,15.809,15.809,15.809,21.444,15.809,15.809,15.809,15.809,15.809,15.809,15.809,15.809,15.809,15.809,15.809,15.809,15.809
232,15.609,15.609,15.609,21.444,15.609,15.609,15.609,15.609,15.609,15.609,15.609,15.609,15.609,15.609,15.609,15.609,15.609
233,15.282,15.282,15.282,21.333,15.282,15.282,15.282,15.282,15.282,15.282,15.282,15.282,15.282,15.282,15.282,15.282,15.282
234,14.964,14.964,14.964,21.222,14.964,14.964,14.964,14.964,14.964,14.964,14.964,14.964,14.964,14.964,14.964,14.964,14.964
235,15.055,15.055,15.055,21.178,15.055,15.055,15.055,15.055,15.055,15.055,15.055,15.055,15.055,15.055,15.055,15.055,15.055
236,15.255,15.255,15.255,21.111,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255,15.255
237,15.327,15.327,15.327,21.078,15.327,15.327,15.327,15.327,15.327,15.327,15.327,15.327,15.327,15.327,15.327,15.327,15.327
238,15.309,15.309,15.309,21.033,15.309,15.309,15.309,15.309,15.309,15.309,15.309,15.309,15.309,15.309,15.309,15.309,15.309
239,15.464,15.464,15.464,21.144,15.464,15.464,15.464,15.464,15.464,15.464,15.464,15.464,15.464,15.464,15.464,15.464,15.464
240,15.418,15.418,15.418,21.089,15.418,15.418,15.418,15.418,15.418,15.418,15.418,15.418,15.418,15.418,15.418,15.418,15.418
241,15.445,15.445,15.445,21.067,15.445,15.445,15.445,15.445,15.445,15.445,15.445,15.445,15.445,15.445,15.445,15.445,15.445
242,15.373,15.373,15.373,21.078,15.373,15.373,15.373,15.373,15.373,15.373,15.373,15.373,15.373,15.373,15.373,15.373,15.373
243,15.045,15.045,15.045,21.056,15.045,15.045,15.045,15.045,15.045,15.045,15.045,15.045,15.045,15.045,15.045,15.045,15.045
244,14.991,14.991,14.991,20.989,14.991,14.991,14.991,14.991,14.991,14.991,14.991,14.991,14.991,14.991,14.991,14.991,14.991
245,14.936,14.936,14.936,20.956,14.936,14.936,14.936,14.936,14.936,14.936,14.936,14.936,14.936,14.936,14.936,14.936,14.936
246,14.864,14.864,14.864,20.856,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864,14.864
247,14.691,14.691,14.691,20.678,14.691,14.691,14.691,14.691,14.691,14.691,14.691,14.691,14.691,14.691,14.691,14.691,14.691
248,14.436,14.436,14.436,20.544,14.436,14.436,14.436,14.436,14.436,14.436,14.436,14.436,14.436,14.436,14.436,14.436,14.436
249,14.518,14.518,14.518,20.456,14.518,14.518,14.518,14.518,14.518,14.518,14.518,14.518,14.518,14.518,14.518,14.518,14.518
250,14.173,14.173,14.173,20.356,14.173,14.173,14.173,14.173,14.173,14.173,14.173,14.173,14.173,14.173,14.173,14.173,14.173
251,14.264,14.264,14.264,20.2,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264,14.264
252,14.082,14.082,14.082,20.033,14.082,14.082,14.082,14.082,14.082,14.082,14.082,14.082,14.082,14.082,14.082,14.082,14.082
253,14.045,14.045,14.045,19.856,14.045,14.045,14.045,14.045,14.045,14.045,14.045,14.045,14.045,14.045,14.045,14.045,14.045
254,14.245,14.245,14.245,19.822,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245,14.245
255,14.127,14.127,14.127,19.767,14.127,14.127,14.127,14.127,14.127,14.127,14.127,14.127,14.127,14.127,14.127,14.127,14.127
256,14.1,14.1,14.1,19.678,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1
257,14.018,14.018,14.018,19.656,14.018,14.018,14.018,14.018,14.018,14.018,14.018,14.018,14.018,14.018,14.018,14.018,14.018
258,13.664,13.664,13.664,19.611,13.664,13.664,13.664,13.664,13.664,13.664,13.664,13.664,13.664,13.664,13.664,13.664,13.664
259,13.473,13.473,13.473,19.533,13.473,13.473,13.473,13.473,13.473,13.473,13.473,13.473,13.473,13.473,13.473,13.473,13.473
260,13.4,13.4,13.4,19.456,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4
261,13.382,13.382,13.382,19.311,13.382,13.382,13.382,13.382,13.382,13.382,13.382,13.382,13.382,13.382,13.382,13.382,13.382
262,13.009,13.009,13.009,19.178,13.009,13.009,13.009,13.009,13.009,13.009,13.009,13.009,13.009,13.009,13.009,13.009,13.009
263,12.709,12.709,12.709,19,12.709,12.709,12.709,12.709,12.709,12.709,12.709,12.709,12.709,12.709,12.709,12.709,12.709
264,12.873,12.873,12.873,18.878,12.873,12.873,12.873,12.873,12.873,12.873,12.873,12.873,12.873,12.873,12.873,12.873,12.873
265,12.718,12.718,12.718,18.789,12.718,12.718,12.718,12.718,12.718,12.718,12.718,12.718,12.718,12.718,12.718,12.718,12.718
266,12.482,12.482,12.482,18.678,12.482,12.482,12.482,12.482,12.482,12.482,12.482,12.482,12.482,12.482,12.482,12.482,12.482
267,12.527,12.527,12.527,18.533,12.527,12.527,12.527,12.527,12.527,12.527,12.527,12.527,12.527,12.527,12.527,12.527,12.527
268,12.618,12.618,12.618,18.4,12.618,12.618,12.618,12.618,12.618,12.618,12.618,12.618,12.618,12.618,12.618,12.618,12.618
269,12.591,12.591,12.591,18.378,12.591,12.591,12.591,12.591,12.591,12.591,12.591,12.591,12.591,12.591,12.591,12.591,12.591
270,12.609,12.609,12.609,18.344,12.609,12.609,12.609,12.609,12.609,12.609,12.609,12.609,12.609,12.609,12.609,12.609,12.609
271,12.518,12.518,12.518,18.256,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518,12.518
272,12.382,12.382,12.382,18.189,12.382,12.382,12.382,12.382,12.382,12.382,12.382,12.382,12.382,12.382,12.382,12.382,12.382
273,12.309,12.309,12.309,18.056,12.309,12.309,12.309,12.309,12.309,12.309,12.309,12.309,12.309,12.309,12.309,12.309,12.309
274,12.064,12.064,12.064,17.944,12.064,12.064,12.064,12.064,12.064,12.064,12.064,12.064,12.064,12.064,12.064,12.064,12.064
275,11.9,11.9,11.9,17.789,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9
276,11.736,11.736,11.736,17.611,11.736,11.736,11.736,11.736,11.736,11.736,11.736,11.736,11.736,11.736,11.736,11.736,11.736
277,11.773,11.773,11.773,17.456,11.773,11.773,11.773,11.773,11.773,11.773,11.773,11.773,11.773,11.773,11.773,11.773,11.773
278,11.855,11.855,11.855,17.311,11.855,11.855,11.855,11.855,11.855,11.855,11.855,11.855,11.855,11.855,11.855,11.855,11.855
279,12.082,12.082,12.082,17.3,12.082,12.082,12.082,12.082,12.082,12.082,12.082,12.082,12.082,12.082,12.082,12.082,12.082
280,11.891,11.891,11.891,17.275,11.891,11.891,11.891,11.891,11.891,11.891,11.891,11.891,11.891,11.891,11.891,11.891,11.891
281,11.782,11.782,11.782,17.05,11.782,11.782,11.782,11.782,11.782,11.782,11.782,11.782,11.782,11.782,11.782,11.782,11.782
282,11.427,11.427,11.427,16.775,11.427,11.427,11.427,11.427,11.427,11.427,11.427,11.427,11.427,11.427,11.427,11.427,11.427
283,11.155,11.155,11.155,16.512,11.155,11.155,11.155,11.155,11.155,11.155,11.155,11.155,11.155,11.155,11.155,11.155,11.155
284,11.027,11.027,11.027,16.338,11.027,11.027,11.027,11.027,11.027,11.027,11.027,11.027,11.027,11.027,11.027,11.027,11.027
285,11.2,11.2,11.2,16.3,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2
286,11.336,11.336,11.336,16.15,11.336,11.336,11.336,11.336,11.336,11.336,11.336,11.336,11.336,11.336,11.336,11.336,11.336
287,11.282,11.282,11.282,15.963,11.282,11.282,11.282,11.282,11.282,11.282,11.282,11.282,11.282,11.282,11.282,11.282,11.282
288,10.991,10.991,10.991,15.8,10.991,10.991,10.991,10.991,10.991,10.991,10.991,10.991,10.991,10.991,10.991,10.991,10.991
289,11.273,11.273,11.273,15.675,11.273,11.273,11.273,11.273,11.273,11.273,11.273,11.273,11.273,11.273,11.273,11.273,11.273
290,11.164,11.164,11.164,15.512,11.164,11.164,11.164,11.164,11.164,11.164,11.164,11.164,11.164,11.164,11.164,11.164,11.164
291,11.191,11.191,11.191,15.325,11.191,11.191,11.191,11.191,11.191,11.191,11.191,11.191,11.191,11.191,11.191,11.191,11.191
292,10.891,10.891,10.891,15.225,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891
293,10.927,10.927,10.927,15.3,10.927,10.927,10.927,10.927,10.927,10.927,10.927,10.927,10.927,10.927,10.927,10.927,10.927
294,10.873,10.873,10.873,15.222,10.873,10.873,10.873,10.873,10.873,10.873,10.873,10.873,10.873,10.873,10.873,10.873,10.873
295,10.509,10.509,10.509,15.144,10.509,10.509,10.509,10.509,10.509,10.509,10.509,10.509,10.509,10.509,10.509,10.509,10.509
296,10.173,10.173,10.173,15.022,10.173,10.173,10.173,10.173,10.173,10.173,10.173,10.173,10.173,10.173,10.173,10.173,10.173
297,9.8818,9.8818,9.8818,14.778,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818,9.8818
298,10.055,10.055,10.055,14.578,10.055,10.055,10.055,10.055,10.055,10.055,10.055,10.055,10.055,10.055,10.055,10.055,10.055
299,9.7455,9.7455,9.7455,14.344,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455,9.7455
300,9.7364,9.7364,9.7364,14.156,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364,9.7364
301,9.5182,9.5182,9.5182,13.878,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182,9.5182
302,9.2727,9.2727,9.2727,13.644,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727,9.2727
303,8.9364,8.9364,8.9364,13.422,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364,8.9364
304,8.8818,8.8818,8.8818,13.122,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818,8.8818
305,8.8091,8.8091,8.8091,12.767,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091
306,8.9636,8.9636,8.9636,12.378,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636
307,8.9727,8.9727,8.9727,12.089,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727,8.9727
308,8.9091,8.9091,8.9091,11.989,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091,8.9091
309,8.7545,8.7545,8.7545,11.878,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545,8.7545
310,8.8091,8.8091,8.8091,11.878,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091,8.8091
311,8.9909,8.9909,8.9909,11.711,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909,8.9909
312,8.9455,8.9455,8.9455,11.522,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455,8.9455
313,8.9636,8.9636,8.9636,11.356,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636,8.9636
314,8.8182,8.8182,8.8182,11.256,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182,8.8182
315,8.7333,8.7333,8.7333,11.2,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333,8.7333
316,8.65,8.65,8.65,11.056,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65
317,8.65,8.65,8.65,10.978,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65
318,8.6091,8.6091,8.6091,10.889,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091,8.6091
319,8.6455,8.6455,8.6455,10.789,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455,8.6455
320,8.4917,8.4917,8.4917,10.633,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917,8.4917
321,8.1833,8.1833,8.1833,10.533,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833,8.1833
322,8.275,8.275,8.275,10.4,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275,8.275
323,8.2083,8.2083,8.2083,10.267,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083,8.2083
324,7.925,7.925,7.925,10.033,7.925,7.925,7.925,7.925,7.925,7.925,7.925,7.925,7.925,7.925,7.925,7.925,7.925
325,7.675,7.675,7.675,9.7889,7.675,7.675,7.675,7.675,7.675,7.675,7.675,7.675,7.675,7.675,7.675,7.675,7.675
326,7.5917,7.5917,7.5917,9.6222,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917,7.5917
327,7.6,7.6,7.6,9.4667,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
328,7.6417,7.6417,7.6417,9.3222,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417,7.6417
329,7.4833,7.4833,7.4833,9.2556,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833,7.4833
330,7.3273,7.3273,7.3273,9.0444,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273,7.3273
331,7.075,7.075,7.075,8.9667,7.075,7.075,7.075,7.075,7.075,7.075,7.075,7.075,7.075,7.075,7.075,7.075,7.075
332,7.1,7.1,7.1,8.7778,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
333,7.1667,7.1667,7.1667,8.6111,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667,7.1667
334,7.1917,7.1917,7.1917,8.4,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917,7.1917
335,7.0417,7.0417,7.0417,8.3333,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417,7.0417
336,6.9583,6.9583,6.9583,8.1889,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583,6.9583
337,6.9167,6.9167,6.9167,8.0778,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167,6.9167
338,6.95,6.95,6.95,7.9556,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
339,6.825,6.825,6.825,7.9111,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825
340,6.5333,6.5333,6.5333,7.8444,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333,6.5333
341,6.4727,6.4727,6.4727,7.7556,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727,6.4727
342,6.2833,6.2833,6.2833,7.5556,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833,6.2833
343,6.4417,6.4417,6.4417,7.4556,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417
344,6.625,6.625,6.625,7.4222,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625
345,6.6917,6.6917,6.6917,7.4889,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917,6.6917
346,6.6167,6.6167,6.6167,7.5,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167,6.6167
347,6.5167,6.5167,6.5167,7.4333,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167,6.5167
348,6.4417,6.4417,6.4417,7.3,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417,6.4417
349,6.3167,6.3167,6.3167,7.1,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167,6.3167
350,6.15,6.15,6.15,6.9375,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15
351,6.1667,6.1667,6.1667,6.75,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667,6.1667
352,6.2667,6.2667,6.2667,6.55,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667,6.2667
353,6.275,6.275,6.275,6.4125,6.275,6.275,6.275,6.275,6.275,6.275,6.275,6.275,6.275,6.275,6.275,6.275,6.275
354,6.0167,6.0167,6.0167,6.2625,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167,6.0167
355,5.825,5.825,5.825,6.2889,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825
356,5.8583,5.8583,5.8583,6.2667,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583,5.8583
357,5.925,5.925,5.925,6.2111,5.925,5.925,5.925,5.925,5.925,5.925,5.925,5.925,5.925,5.925,5.925,5.925,5.925
358,5.9583,5.9583,5.9583,6.2222,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583,5.9583
359,5.9917,5.9917,5.9917,6.2444,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917,5.9917
360,6.0667,6.0667,6.0667,6.3,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667,6.0667
361,6.1583,6.1583,6.1583,6.3222,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583,6.1583
362,5.85,5.85,5.85,6.2889,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
